Date,AGG,EEM,EFA,GLD,SPY,TLT,VNQ
2017-05-22,83.93352508544922,33.46165466308594,49.808189392089844,119.9000015258789,207.1629180908203,94.69851684570312,57.47614288330078
2017-05-23,83.77247619628906,33.4941520690918,49.81571578979492,119.13999938964844,207.6212921142578,94.0614242553711,57.524898529052734
2017-05-24,83.91815185546875,33.62413787841797,49.8458137512207,119.61000061035156,208.10560607910156,94.59110260009766,57.991634368896484
2017-05-25,83.9565200805664,33.786617279052734,49.8458137512207,119.4800033569336,209.10031127929688,94.62179565429688,57.99858856201172
2017-05-26,83.92583465576172,33.908470153808594,49.70283889770508,120.54000091552734,209.05702209472656,94.78301239013672,57.58063507080078
2017-05-30,84.08692169189453,33.7297477722168,49.65016555786133,120.13999938964844,208.87535095214844,95.25123596191406,57.218379974365234
2017-05-31,84.17119598388672,33.46978759765625,49.710357666015625,120.62000274658203,208.82350158691406,95.48916625976562,57.25323486328125
2017-06-01,84.1328125,33.754112243652344,50.033935546875,120.72000122070312,210.48414611816406,95.49915313720703,57.552764892578125
2017-06-02,84.4094467163086,33.92470932006836,50.58327102661133,121.61000061035156,211.18470764160156,96.62994384765625,58.14488220214844
2017-06-05,84.2788314819336,33.884098052978516,50.304840087890625,121.7300033569336,211.02899169921875,96.02996826171875,57.89409255981445
2017-06-06,84.44788360595703,33.90034103393555,50.161865234375,123.0999984741211,210.35440063476562,96.55298614501953,57.61545181274414
2017-06-07,84.34797668457031,33.85973358154297,50.17691421508789,122.44999694824219,210.74363708496094,96.09149932861328,58.019493103027344
2017-06-08,84.26349639892578,34.06281661987305,50.08660888671875,121.6500015258789,210.84738159179688,95.837646484375,57.88017654418945
2017-06-09,84.19432830810547,33.80286407470703,49.89848327636719,120.54000091552734,210.52737426757812,95.69146728515625,58.28419876098633
2017-06-12,84.19432830810547,33.62413787841797,49.710357666015625,120.36000061035156,210.48414611816406,95.66069030761719,58.80663299560547
2017-06-13,84.21732330322266,33.786617279052734,50.094139099121094,120.4800033569336,211.51341247558594,95.67611694335938,58.93898010253906
2017-06-14,84.48635864257812,33.77848815917969,50.0565071105957,119.81999969482422,211.2452850341797,97.15299987792969,59.022605895996094
2017-06-15,84.43254852294922,33.42916488647461,49.53728485107422,119.31999969482422,210.83876037597656,96.9991683959961,59.32211685180664
2017-06-16,84.48635864257812,33.48603057861328,49.95868682861328,119.33999633789062,210.88485717773438,97.19149017333984,59.16886520385742
2017-06-19,84.37103271484375,33.81909942626953,50.161865234375,118.43000030517578,212.64044189453125,97.0530014038086,59.17582321166992
2017-06-20,84.50164794921875,33.4453125,49.758113861083984,118.18000030517578,211.20640563964844,97.92224884033203,59.03650665283203
2017-06-21,84.51705932617188,33.518775939941406,49.696922302246094,118.5199966430664,211.1542510986328,98.12222290039062,58.9180908203125
